Data number,Northing,Easting,Depth (m),Meterage (m),Drilling time (hr),Formation type,Hole size,WOB (1000lb),Flow rate (gpm),MW (pcf),MFVIS,Retort solid (%),Pore pressure (psi),Fracture pressure (psi),Fan 600/Fan 300,Gel10min/Gel10s,Pump pressure (psi),RPM,Mud loss (bbl/hr)
1414,1893888,1036902,3415,10,3,5,12.25,20,540,146,60,47,9813.131335,12098.00062,1.769902778,1.54521971,2418.103653,164.9257499,34.51945352
1415,1893525,1037863,3444,40,20,5,12.25,22.5,550,145,54,45,9734.6973,11914.16695,1.775233918,1.557869094,2411.985447,162.8601129,51.23849124
1416,1892983,1040809,3489,44,17,5,12.25,15,530,147,57,47,9663.907077,11753.49591,1.778633348,1.564190957,2381.265221,161.1835462,66.87941788
1417,1891823,1039898,3430,45,8,5,12.25,22.5,530,144,68,46,9626.2017,11655.11569,1.778669044,1.572710623,2389.65845,160,80.93436293
1418,1910415,1017902,2866,78,24,5,12.25,15,400,146,61,46,9564.068982,11535.49725,1.781522329,1.571731936,2346.915652,157.6937927,93.77457677
1419,1928249,1011699,3269,105,24,5,12.25,30,520,140,60,42,9507.083721,11439.26996,1.784574812,1.566190759,2312.166617,155.9043659,104.7668548
1420,1928249,1011699,3325,56,12,5,12.25,30,520,140,64,42,9472.842099,11394.44252,1.786220613,1.562592813,2278.096228,153.7659638,113.9474309
1421,1936056,1006641,3414,91,24,5,8.375,24,350,143,57,42,9416.340276,11336.09856,1.789063156,1.561155897,2247.739828,148.2818533,121.6661717
1422,1907900,1028999,3708,85,22,5,12.25,22.5,500,148,58,47,9372.151983,11318.17394,1.792638202,1.554791605,2179.769825,143.1986932,127.5464805
1423,1911340,1016947,2902,51,24,5,12.25,20,545,141.5,63,43,9371.85652,11374.01606,1.796586306,1.525249975,2097.952183,138.5729136,131.0671221
1424,1911340,1016947,2918,16,24,5,12.25,20,520,141.5,62,43,9380.211899,11464.70343,1.796427017,1.501014751,2020.582121,134.3866944,133.2435402
1425,1901163,1028822,3175,90,24,5,12.25,22.5,450,150,67,49,9347.518083,11424.74432,1.796537651,1.488441738,1938.904069,128.8238788,136.2503713
1426,1910015,1018462,2924,27,22,6,8.375,17.5,220,148,67,47,9297.576064,11363.70408,1.800133379,1.46991882,1846.314226,123.5432135,143.9468369
1427,1910015,1018462,2866,34,24,6,8.375,19,280,148,66,47,9291.66505,11356.47951,1.802748271,1.444089694,1814.775765,119.2560143,146.3549154
1428,1910015,1018462,2832,12,12,6,8.375,19,280,148,67,47,9255.845638,11312.70022,1.803158015,1.433922384,1803.607069,117.0819721,150.5271755
1429,1910015,1018462,2807,19,24,6,8.375,17.5,300,148,66,47,9268.365555,11328.00235,1.804687381,1.443079893,1801.989902,115.8360558,151.5690526
1430,1910015,1018462,2820,13,17,6,8.375,17.5,285,149,67,47,9207.77021,11253.94137,1.798832191,1.443817444,1809.642115,114.6346896,152.989902
1431,1910015,1018462,2897,31,24,6,8.375,19,280,148,66,47,9177.121839,11216.48225,1.796012048,1.439327789,1820.27918,115.0994951,153.1681022
1432,1890141,1040558,3312,73,24,6,5.875,11,215,141,62,44,9175.073763,11213.97904,1.793393231,1.421690922,1846.232551,116.3038313,150.8874369
1433,1890141,1040558,3321.5,6.5,8,6,5.875,11,215,141,63,44,9177.99157,11217.54525,1.792471548,1.416834967,1882.203742,118.2476982,146.6780517
1434,1890141,1040558,3326,4.5,4,6,5.875,11,215,141,62,44,9204.701603,11250.19085,1.792105086,1.411147411,1931.880012,120.3816454,140.5399465
1435,1890141,1040558,3352,26,20,6,5.875,11,215,141,61,44,9243.416903,11297.50955,1.793798122,1.413449163,1995.233145,124.4728245,132.4731215
1436,1890141,1040558,3354,2,2,6,5.875,11,215,141,62,44,9283.607765,11346.63171,1.792494891,1.421809722,2069.223344,128.7837838,127.1107811
1437,1890141,1040558,3354.5,0.5,1,6,5.875,11,215,141,61,44,9263.56713,11322.1376,1.789572296,1.421849322,2101.452331,131.5770716,116.3448173
1438,1890141,1040558,3389,34.5,24,6,5.875,11,215,141,62,44,9363.025946,11443.69838,1.784283801,1.414681715,2224.025839,135.6326106,103.7095337
1439,1890141,1040558,3414,25,23,6,5.875,11,215,141,61,44,9450.751285,11550.91824,1.778761141,1.421542422,2343.449658,140.6029106,89.2049302
1440,1890803,1042438,3523,57,22,6,12.25,25,560,143,61,46,9503.949534,11615.93832,1.775940865,1.421195921,2397.580933,144.0555391,72.83100683
1441,1927084,1012494,3095,110,19,6,12.25,27.5,530,142,55,43,9594.873238,11727.06729,1.772469193,1.413840214,2526.980992,151.2295812,53.52747253
1442,1927084,1012494,2985,66,20,6,12.25,27.5,530,142,55,43,9591.149702,11722.5163,1.768090537,1.437120087,2576.263736,154.6539947,33.72675973
1443,1901861,1028091,2956,61,23,6,12.25,15,520,151,70,49,9633.099315,11773.78805,1.764843335,1.462568063,2647.398277,156.4166914,0
1444,1901861,1028091,3027,71,24,6,12.25,15,520,151,67,49,9697.251614,11852.19642,1.760525758,1.484204534,2743.890704,161.7953668,0
1445,1901861,1028091,3058,31,17,6,12.25,15,520,151,66,49,9717.268138,11876.66106,1.758635951,1.483694684,2778.442233,167.955153,0
1446,1901861,1028091,3128,70,24,6,12.25,15,520,151,66,49,9695.930359,11850.58155,1.756211481,1.49029304,2752.188892,169.3941194,0
1447,1901861,1028091,2895,62,23,6,12.25,15,550,151,60,49,9632.69119,11773.28923,1.754310922,1.496178596,2708.767449,170.3593704,3.362934363
1448,1932633,1009220,3403,126,24,6,8.375,15,400,135,53,42,9574.46174,11702.1199,1.75368376,1.483580834,2663.709534,170.5167805,25.32640333
1449,1887285,1045213,3583,67,20,6,12.25,22.5,550,141,58,44,9489.557328,11598.34785,1.754481799,1.498831799,2646.101871,170.8613009,47.51410751
1450,1893888,1036902,3302,66,24,6,12.25,20,540,147,53,48,9405.736573,11495.90026,1.75705975,1.511043461,2561.060291,171.2815563,69.34541135
1451,1893888,1036902,3365,63,24,6,12.25,20,540,146.5,58,47,9390.920023,11477.79114,1.760431843,1.496653797,2565.519751,171.3855064,81.23433323
1452,1893525,1037863,3296,24,12,6,12.25,25,560,142,54,43,9375.907082,11459.44199,1.764324769,1.486154836,2550.867241,174.3154143,91.94386694
1453,1893525,1037863,3351,55,22,6,12.25,25,560,142,54,43,9316.291937,11386.57903,1.766236387,1.479150579,2475.694981,172.967033,101.2275022
1454,1893525,1037863,3404,53,20,6,12.25,25,560,143,54,44,9315.101317,11385.12383,1.769334287,1.487026037,2452.913573,171.2978913,109.953965
1455,1891823,1039898,3385,139,22.5,6,12.25,22.5,530,143,65,46,9303.198629,11370.5761,1.77282502,1.505920206,2417.586873,169.2723493,116.964954
1456,1910415,1017902,2721,67,24,6,12.25,15,400,146,62,46,9288.351831,11352.43002,1.778075646,1.525101475,2363.800119,166.8547669,122.2604693
1457,1910415,1017902,2788,67,24,6,12.25,15,400,146,62,46,9271.491589,11331.82305,1.782176545,1.533759034,2307.177012,164.2411642,125.8405108
1458,1928249,1011699,3164,91,20,6,12.25,30,530,140,58,42,9276.771785,11338.27663,1.788471875,1.514508465,2254.790615,161.045441,127.7050787
1459,1936056,1006641,3265,71,24,6,8.375,24,320,143,57,47,9294.514033,11359.9616,1.791314419,1.497841798,2214.74161,160.01188,127.8541729
1460,1936056,1006641,3323,58,17,6,8.375,24,350,143,57,47,9256.135841,11313.05492,1.79555262,1.516478566,2156.909712,159.1936442,127.4460944
1461,1904100,1025650,2874,3,1,6,12.25,22.5,480,150.25,80,46,9191.118633,11233.58944,1.800070947,1.535570736,2098.384318,158.5877636,124.4538165
1462,1904100,1025650,2832,10,6,6,12.25,22.5,480,151.5,83,46,9108.895306,11133.09426,1.802473134,1.525190575,2020.806356,161.6038016,131.3439263
1463,1904100,1025650,2832.5,0.5,2,6,12.25,17.5,480,150,75,46,9021.360659,11026.10747,1.80456275,1.522205722,1942.708643,163.9486189,133.4059994
1464,1904100,1025650,2983,111,23,6,12.25,20,500,149,56,45,8922.244213,10904.96515,1.805948991,1.530506881,1841.513217,162.6715177,130.2373032
1465,1904100,1025650,3197,60,24,6,12.25,20,510,149,58,46,8820.580822,10780.70989,1.80652851,1.544005544,1748.155628,161.7136917,127.7463617
1466,1904100,1025650,3023,40,15,6,12.25,20,510,149,56,45,8686.267452,10616.54911,1.806802593,1.562503713,1649.404514,161.0781111,125.2643303
1467,1904100,1025650,3137,34,22,6,12.25,20,510,149,61,46,8649.628722,10571.76844,1.81038858,1.59006039,1609.079299,164.8752599,98.28927829
1468,1904100,1025650,3103,80,24,6,12.25,20,510,149,61,46,8673.830826,10601.34879,1.81193949,1.622047322,1578.174933,167.3700624,76.7032967
1469,1904100,1025650,2871,36,15,6,12.25,22.5,480,151,62,46,8678.051914,10606.5079,1.815981131,1.657449757,1543.442233,169.3258093,60.46391446
1470,1904100,1025650,2835,2.5,9,6,12.25,17.5,480,150,68,46,8655.958382,10579.50469,1.819206874,1.678219978,1519.847045,170.7989308,49.02049302
1471,1904100,1025650,3218,21,7,6,12.25,22.5,510,149,65,46,8613.178054,10527.21762,1.818259734,1.698455598,1499.57529,169.5292545,44.47520048
1472,1904100,1025650,2764,82,21,6,12.25,17.5,500,149,58,44,8617.395635,10532.37244,1.817283534,1.714721315,1491.419661,167.3106623,42.39233739
1473,1904100,1025650,2818,54,20,6,12.25,17.5,500,148.75,55,44,8611.688465,10525.39701,1.814790103,1.727116127,1484.359964,164.1698842,42.26759727
1474,1904100,1025650,2822,46,21,6,12.25,22.5,480,152,72,46,8599.403954,10510.38261,1.813151939,1.735739036,1490.37719,162.4502525,44.76536977
1475,1904100,1025650,2872,54,17,6,12.25,20,500,148.75,55,45,8530.596577,10426.28471,1.812526457,1.740689041,1457.934363,160.4410454,50.21799822
1476,1911340,1016947,2713,36,24,6,12.25,15,400,142,61,43,8468.173657,10349.99003,1.811722421,1.742065142,1425.769231,158.1986932,55.64924265
1477,1911340,1016947,2727,14,24,6,12.25,17.5,400,142,64,43,8453.492126,10332.04593,1.809437991,1.732244332,1444.129789,156.2429462,72.8969409
1478,1911340,1016947,2746,19,23,6,12.25,21,500,142,64,43,8438.620341,10313.86931,1.80910633,1.717117117,1425.149985,152.1978022,87.13483813
1479,1911340,1016947,2778,32,19,6,12.25,21,500,143.5,67,45,8421.594394,10293.05981,1.807844892,1.690792991,1423.794179,147.6893377,95.93050193
1480,1911340,1016947,2805,27,15,6,12.25,20,545,143.25,63,43,8253.396588,10087.48472,1.806183376,1.663983764,1350.953371,143.4362934,155.9426789
1481,1911340,1016947,2851,46,24,6,12.25,20,545,141.5,63,43,8091.708613,9889.866083,1.80591077,1.646629047,1290.544996,139.3465993,202.3065043
1482,1901163,1028822,2944,51,19,6,12.25,22.5,400,150,68,49,7925.25553,9686.423425,1.80433362,1.629403029,1216.473121,131.1152361,224.3834274
1483,1901163,1028822,3042,98,24,6,12.25,22.5,400,150,67,49,7792.216508,9523.820177,1.804716149,1.551668152,1205.651916,126.3097713,242.975349
1484,1901163,1028822,3085,43,13,6,12.25,22.5,450,150,68,49,7708.460194,9421.451348,1.807252502,1.523265023,1224.305019,121.7879418,258.7668548
1485,1910015,1018462,2788,63,24,7,8.375,12.5,285,148,66,47,7684.067398,9391.637931,1.808369527,1.520730621,1274.564895,117.4116424,271.8716959
1486,1910015,1018462,2490,67,24,7,8.375,15,300,148,66,47,7684.756519,9392.48019,1.809665836,1.495505396,1286.587467,113.4481734,282.2500743
1487,1910015,1018462,2344,66,20,7,8.375,12.5,330,148,66,47,7679.94582,9386.600447,1.812879761,1.488426888,1357.318087,110.993466,289.5714286
1488,1910015,1018462,2593,43,21,7,8.375,12.5,300,148,67,47,7659.852581,9362.042043,1.813768524,1.507118107,1382.386397,108.7110187,293.978319
1489,1910015,1018462,2725,74,24,7,8.375,12.5,300,148,66,47,7646.406822,9345.608337,1.813973514,1.528314028,1407.021087,102.1309771,295.4336204
1490,1910015,1018462,2400,56,24,7,8.375,12.5,310,148,65,47,7708.114756,9421.029146,1.815954834,1.534640135,1488.060588,98.001188,294.1288981
1491,1910015,1018462,2550,60,24,7,8.375,12.5,320,148,66,47,7725.691737,9442.512124,1.818291134,1.533818434,1530.44253,94.56043956,288.9207009
1492,1910015,1018462,2651,58,22,7,8.375,12.5,300,148,66,47,7759.139554,9483.392789,1.82039301,1.521987922,1565.651916,92.8987229,280.6926047
1493,1910015,1018462,2423,23,24,7,8.375,15,310,148,66,47,7801.700258,9535.411426,1.82068108,1.504356004,1623.859519,90.61330561,269.4446094
1494,1910015,1018462,2278,61,24,7,8.375,12.5,330,147.5,65,47,7863.095195,9610.449682,1.822671848,1.491337491,1666.023166,90.18414018,255.1767152
1495,1910015,1018462,2126,12,4,7,8.375,7.5,330,150,65,47,7916.47756,9675.694795,1.823208959,1.526383526,1697.315117,90.67716068,237.8889219
1496,1910015,1018462,2160,34,9,7,8.375,12.5,330,149,66,46,7978.190755,9751.122034,1.82324296,1.545391545,1720.623701,91.56073656,217.5812296
1497,1910015,1018462,2217,57,18,7,8.375,12.5,330,146.5,62,46,8050.282856,9839.234602,1.821565054,1.548361548,1769.342144,91.52658153,194.2536383
1498,1908922,1026054,3092,44,24,7,5.875,12.5,200,148,61,47,8134.379348,9942.019203,1.82004015,1.552668053,1804.653995,94.27383427,167.9061479
1499,1908922,1026054,3118,26,12,7,5.875,12.5,200,148,62,47,8229.138811,10057.83632,1.818516776,1.581180081,1853.823879,91.65429165,138.5387585
1500,1897071,1038001,3298,51,21,7,5.875,21,180,140,62,43,8340.922906,10194.46133,1.816685092,1.616226116,1896.131571,91.30531631,106.1514702
1501,1897071,1038001,3357,59,24,7,5.875,21,180,140,60,43,8495.486014,10383.37179,1.814950517,1.684313434,1989.54856,94.79061479,73.98752599
1502,1897071,1038001,3406,49,24,7,5.875,21,180,143,67,45,8665.440378,10591.0938,1.813540626,1.742302742,2078.516484,98.92485892,38.22453222
1503,1922969,1014522,2928,34,24,7,8.375,15,380,135.5,64,42,8867.32316,10837.83942,1.812991023,1.807964558,2186.583012,103.5818236,0
1504,1922969,1014522,2955,27,18,7,8.375,15,380,137,65,43,9038.694344,11047.29309,1.812064024,1.843084843,2234.71488,105.9310959,0
1505,1899156,1034998,3128,54,24,7,5.875,12.5,200,147,70,46,9170.59009,11208.499,1.810376898,1.871225621,2293.406593,106.7151767,0
1506,1899156,1034998,3178,50,24,7,5.875,12.5,200,147,69,46,9273.562899,11334.35465,1.80979516,1.880605881,2338.887734,108.3783784,0
1507,1899156,1034998,3213,35,24,7,5.875,13.5,200,147.5,70,47,9391.84455,11478.92112,1.809839813,1.898252648,2384.85447,107.952183,0
1508,1893595,1039396,3134,42,21,7,5.875,12.5,250,140,58,40,9513.828695,11628.01285,1.808793657,1.896940897,2415.855361,109.0971191,0
1509,1893595,1039396,3197,63,24,7,5.875,12.5,250,140,64,40,9581.673844,11710.9347,1.807430077,1.891916642,2435.08613,109.7401247,0
1510,1893595,1039396,3222,24,14,7,5.875,7.5,215,140,58,43,9669.876132,11818.73749,1.805633962,1.894762895,2459.340659,107.4190674,0
1511,1893595,1039396,3264,67,23,7,5.875,12.5,250,140,65,40,9754.710843,11922.42436,1.804603692,1.89003564,2472.273537,105.3474903,0
1512,1893595,1039396,3280,58,24,7,5.875,9,215,140,58,43,9792.468738,11968.5729,1.803986064,1.877734878,2475.518266,103.4956935,0
1513,1893595,1039396,3293,21,11,7,5.875,9.5,230,138,60,42,9833.380284,12018.5759,1.804805941,1.851970102,2473.284823,102.010692,0
1514,1893595,1039396,3321,41,21,7,5.875,9,215,140,60,43,9799.042571,11976.60759,1.80716645,1.826254826,2482.316602,102.5779626,0
1515,1893595,1039396,3339,75,24,7,5.875,12.5,250,140,65,40,9734.587794,11897.82953,1.807978632,1.792867043,2447.025542,101.5948916,0
1516,1893595,1039396,3360,39,24,7,5.875,7.5,215,140,58,43,9640.183413,11782.44639,1.809621537,1.75952876,2421.544402,100.7929908,0
1517,1893595,1039396,3394,55,20,7,5.875,12.5,250,140,66,40,9634.994837,11776.1048,1.809766522,1.72044847,2406.887437,100.2762103,0
1518,1893595,1039396,3401,41,13,7,5.875,7.5,215,140,58,43,9664.200086,11811.8001,1.808502095,1.660998911,2386.401841,97.32699733,0
1519,1906792,1028644,3230,62,19,7,5.875,7.5,180,150,72,48,9704.892446,11861.53521,1.808393426,1.591500842,2380.870211,95.37867538,0
1520,1906792,1028644,3299,69,24,7,5.875,7.5,200,150,74,48,9749.718658,11916.3228,1.80743692,1.592738343,2381.538462,94.21591922,0
1521,1890141,1040558,3185,25,9,7,5.875,7.5,215,141,62,44,9782.302004,11956.14689,1.807221473,1.58952084,2392.631423,93.97683398,0
1522,1890141,1040558,3200,98,24,7,5.875,16,240,141,67,45,9751.368691,11918.33951,1.808267966,1.586699337,2386.780517,94.8024948,0
1523,1890141,1040558,3205,20,8,7,5.875,7.5,215,141,62,44,9713.382843,11871.91236,1.808265458,1.584669835,2380.922186,96.25482625,0
1524,1890141,1040558,3205,5,2,7,5.875,16,240,141,70,45,9691.255556,11844.8679,1.806511041,1.560662311,2377.588358,96.56073656,0
1525,1890141,1040558,3239,34,24,7,5.875,11,215,141,63,44,9667.951677,11816.38538,1.804261484,1.532447282,2374.321354,97.19037719,0
1526,1890141,1040558,3308,103,24,7,5.875,13.5,240,141,67,45,9718.289984,11877.90998,1.799023956,1.488342738,2371.438966,98.55360855,0
1527,1890141,1040558,3385,77,24,7,5.875,13.5,240,141,66,45,9732.930747,11895.80425,1.793636797,1.466859717,2382.318087,101.6394416,0
1528,1890933,1041897,3277,65,22,7,5.875,12.5,230,144,67,46,9708.633516,11866.10763,1.787145681,1.456415206,2390.886546,105.1811702,0
1529,1890933,1041897,3333,56,24,7,5.875,12,230,144,67,46,9672.454639,11821.889,1.781575797,1.431912682,2413.471933,107.987823,0
1530,1890933,1041897,3414,81,24,7,5.875,12,230,144,67,46,9652.123802,11797.0402,1.776342249,1.434189684,2425.727651,112.4591625,0
1531,1902020,1032125,3060,57,9,7,5.875,10,250,138,61,40,9648.794801,11792.97142,1.775422689,1.44037719,2454.514405,116.1122661,0
1532,1896320,1038267,3280,15,5,7,5.875,11,200,145,62,46,9635.602421,11776.8474,1.773532857,1.427606178,2480.721711,119.7252747,0
1533,1896320,1038267,3313,88,24,7,5.875,11,260,145,56,46,9617.175874,11754.32607,1.771978647,1.442604693,2516.170181,123.6531037,0
1534,1896320,1038267,3376,96,16,7,5.875,11,210,145,60,46,9619.435246,11757.08752,1.770292006,1.448594199,2541.902287,129.7534898,0
1535,1896320,1038267,3387,74,23,7,5.875,11,260,145,56,46,9614.637698,11751.22385,1.767123013,1.449435699,2581.675082,134.3272943,0
1536,1897139,1036391,3081,80,23,7,12.25,20,520,139.5,64,44,9678.429655,11829.1918,1.761677078,1.481779032,2613.748144,141.4627265,0
1537,1897139,1036391,3110,29,6,7,12.25,20,520,140,75,44,9700.368442,11856.00587,1.755989474,1.508756559,2657.738343,146.6498366,0
1538,1897139,1036391,3119,9,4,7,12.25,20,510,140,70,44,9725.893992,11887.20377,1.758855905,1.525843976,2678.988714,151.5503416,0
1539,1890803,1042438,3297,52,22,7,12.25,20,560,142,61,45,9736.902401,11900.65849,1.752576083,1.536234036,2696.738937,156.2874963,0
1540,1890803,1042438,3348,51,21,7,12.25,20,520,142,62,45,9713.119819,11871.59089,1.744885621,1.532922483,2713.409563,161.039501,0
1541,1890803,1042438,3380,32,10,7,12.25,20,550,142,63,45,9711.408413,11869.49917,1.738814606,1.535214335,2744.579745,164.1891892,3.184437184
1542,1890803,1042438,3395,15,6,7,12.25,20,560,142.5,61,46,9679.038116,11829.93547,1.738017094,1.538822889,2760.242055,168.1185031,7.977130977
1543,1890803,1042438,3466,71,22,7,12.25,20,560,143,62,46,9619.387025,11757.02859,1.735146411,1.545094545,2786.180576,170.3267003,12.40570241
1544,1927084,1012494,2833,40,11,7,12.25,27.5,530,142,55,43,9530.562248,11648.46497,1.731437499,1.545049995,2800.27027,173.8907039,16.47015147
1545,1927084,1012494,2919,86,24,7,12.25,27.5,530,142,53,43,9434.461365,11531.00834,1.730647985,1.566929017,2821.180576,175.0935551,20.17047817
1546,1891966,1041428,3228,42,20,7,12.25,27.5,520,141,55,45,9316.761872,11387.1534,1.725843906,1.572888823,2836.988417,175.4573805,23.50668251
1547,1891966,1041428,3343,115,21,7,12.25,28.5,510,143.5,59,46,9174.674844,11213.49148,1.722974027,1.566790417,2843.607069,178.1571132,26.47876448
1548,1898058,1036646,3256,61,19,7,12.25,22.5,550,141,65,44,9044.048625,11053.83721,1.719993379,1.577888328,2849.56044,179.98515,29.08672409
1549,1894441,1038408,3110,88,24,7,12.25,25,600,141,49,45,8928.19205,10912.23473,1.717779668,1.577225027,2893.777844,186.954262,31.33056133
1550,1894441,1038408,3180,70,22,7,12.25,25,570,142.5,49,45,8749.756056,10694.14629,1.716178595,1.58024453,2892.178497,187.3908524,33.21027621
1551,1894441,1038408,3253,73,24,7,12.25,25,550,144,64,45,8585.351487,10493.20737,1.712680601,1.576378576,2855.937036,184.7891298,34.72586873
1552,1901265,1032792,3097,90,20,7,12.25,22.5,580,141,68,41,8428.81921,10301.89015,1.710416019,1.567706168,2845.775171,182.8719929,35.87733888
1553,1901265,1032792,3172,75,23,7,12.25,22.5,570,142,66,41,8286.385868,10127.80495,1.711429104,1.545441045,2803.019008,180.7662608,35.6043956
1554,1901861,1028091,2572,20,4,7,12.25,15,550,151,64,49,8166.633915,9981.441452,1.712612238,1.521067221,2777.356697,178.3115533,35.27918028
1555,1901861,1028091,2833,60,17,7,12.25,12.5,600,151,58,49,8088.117028,9885.476367,1.716871532,1.513790714,2764.847045,178.3531334,35.23730324
1556,1901861,1028091,2518,62,13,7,12.25,15,600,151.25,80,48,8029.577649,9813.928238,1.720213072,1.520616771,2753.862489,178.4140184,35.71042471
1557,1901861,1028091,2552,34,8,7,12.25,15,560,151.25,55,48,7958.570081,9727.141211,1.72420556,1.533006633,2743.608554,178.4912385,35.77190377
1558,1901861,1028091,2585,13,4,7,12.25,15,580,151,58,49,7891.122975,9644.705858,1.724945161,1.514478764,2722.197802,178.3501634,35.42174042
1559,1901861,1028091,2227,115,24,7,12.25,17.5,630,145,66,45,7839.601939,9581.735703,1.724079257,1.502009702,2704.383724,177.9299079,34.65993466
1560,1901861,1028091,2271,44,8,7,12.25,17.5,630,145,78,45,7870.377437,9619.350201,1.725511828,1.47010692,2691.874072,177.3982774,33.48648649
1561,1901861,1028091,2307,36,8,7,12.25,17.5,600,145,75,45,7909.56618,9667.247553,1.72610536,1.459211959,2681.657262,177.2096822,31.9013959
1562,1901861,1028091,2432,125,22,7,12.25,17.5,600,145,70,45,7977.49725,9750.274416,1.727757787,1.44016929,2673.212058,177.007722,29.9046629
1563,1901861,1028091,2456,24,6,7,12.25,15,600,151,66,48,7979.837282,9753.134456,1.730115196,1.441837442,2667.098307,176.7894268,27.4962875
1564,1901861,1028091,2671,86,22,7,12.25,15,600,151,59,49,8022.486536,9805.261322,1.737183667,1.444812395,2669.414909,177.4354024,24.67626968
1565,1901861,1028091,2773,102,23,7,12.25,15,600,151,57,49,8101.558403,9901.904715,1.746056809,1.441471141,2669.523315,178.030888,21.44460944
1566,1932633,1009220,2753,15,7,7,12.25,20,540,153.5,80,52,8201.867661,10024.50492,1.754816618,1.460870211,2668.264033,179.2975943,17.8013068
1567,1932633,1009220,2755,2,5,7,8.375,12.5,350,135,61,42,8303.948821,10149.27078,1.764231092,1.462469062,2666.455301,180.1069201,13.74636175
1568,1932633,1009220,2965,144,23,7,8.375,17.5,400,135,48,42,8399.001993,10265.44688,1.768800071,1.463939214,2663.504604,180.4885655,9.27977428
1569,1932633,1009220,3150,185,21,7,8.375,17.5,400,135,53,42,8541.809706,10439.98964,1.77021053,1.471171171,2660.678646,178.7050787,4.401544402
1570,1932633,1009220,3277,127,19,7,8.375,17.5,400,135,52,42,8687.217844,10617.7107,1.770055527,1.471765172,2672.934363,180.7840808,0
1571,1887965,1044892,3434,108,24,7,12.25,20,550,140,51,46,8809.322103,10766.94924,1.769528447,1.468517969,2668.119988,178.2120582,0
1572,1887965,1044892,3508,74,19,7,12.25,20,550,140,52,46,8997.518021,10996.96647,1.769843143,1.484397584,2667.148797,175.8538759,0
1573,1933305,1007091,3013,100,24,7,12.25,22.5,550,144.5,57,45,9101.539417,11124.10373,1.773072678,1.48002178,2671.179091,173.7095337,0
1574,1933305,1007091,2913,104,21,7,12.25,22.5,550,145,57,45,9306.548671,11374.6706,1.775623674,1.494683695,2702.998218,171.7790318,0.516780517
1575,1933305,1007091,3079,66,21,7,12.25,22.5,550,144,56,45,9533.473917,11652.02368,1.771020156,1.488169488,2710.776656,170.0623701,2.665874666
1576,1887285,1045213,3368,75,23,7,12.25,22.5,560,140,57,43,9713.536273,11872.09989,1.77340868,1.493396693,2715.411345,168.5595486,3.785565786
1577,1887285,1045213,3516,148,22,7,12.25,22.5,550,140.5,54,44,9841.719881,12028.76874,1.775606439,1.506306306,2721.486486,167.2705673,4.054054054
1578,1893888,1036902,3062,82,20,7,12.25,20,540,144,56,46,9866.48091,12059.03222,1.776789591,1.513384813,2734.469854,166.1954262,4.045144045
1579,1893888,1036902,3168,106,24,7,12.25,20,540,145,54,46,9834.544601,12019.99896,1.773254212,1.515889516,2741.049896,165.3341253,3.970893971
1580,1893888,1036902,3194,26,6,7,12.25,20,540,146,58,46,9754.755557,11922.47901,1.770167144,1.52965053,2750.45144,164.6866647,3.831303831
1581,1893888,1036902,3236,42,22,7,12.25,20,540,147.5,52,48,9640.492027,11782.82359,1.766416413,1.537620038,2754.177309,164.2530443,3.626373626
1582,1893525,1037863,3015,37,13,7,12.25,22.5,570,140,53,42,9482.212398,11589.37071,1.759606257,1.534105534,2751.948322,164.033264,3.356103356
1583,1893525,1037863,3080,65,23,7,12.25,22.5,570,140,54,42,9311.981859,11381.31116,1.756514516,1.547099297,2748.871399,164.027324,3.02049302
1584,1893525,1037863,3155,75,23,7,12.25,22.5,570,140.5,54,42,9119.947552,11146.60256,1.753389527,1.561974062,2752.122067,164.2352242,2.61954262
1585,1893525,1037863,3214,59,15,7,12.25,20,570,141,54,43,8853.339956,10820.74884,1.756459816,1.5497723,2714.992575,165.5836056,0
1586,1893525,1037863,3272,58,19,7,12.25,22.5,560,141.5,54,43,8779.378635,10730.35166,1.753763949,1.543312543,2628.158598,160.6593407,0
1587,1898014,1035395,3058,97,24,7,12.25,17.5,550,145,59,45,8675.287976,10603.12975,1.752094008,1.524725275,2577.928423,160.7677458,0
1588,1892983,1040809,3238,18,10,7,12.25,22.5,500,146.5,59,47,8547.924125,10447.46282,1.751249818,1.516978517,2531.780517,161.6067716,0
1589,1892983,1040809,3445,84,24,7,12.25,22.5,550,147,57,47,8408.716327,10277.31995,1.752832739,1.507326007,2488.742204,162.8348678,2.174042174
1590,1891823,1039898,3108,75,21,7,12.25,27.5,560,141,62,44,8261.400392,10097.26715,1.751784319,1.512993763,2456.412236,163.5372735,10.38907039
1591,1891823,1039898,3246,138,19,7,12.25,27.5,560,142,64,44,8111.5305,9914.092833,1.750906014,1.511533512,2430.111375,164.4208494,18.32194832
1592,1910415,1017902,2583,88,24,7,12.25,15,450,146,63,46,7889.38702,9642.584135,1.748948502,1.516458766,2425.622216,165.4855955,25.52717553
1593,1910415,1017902,1802,97,16,7,12.25,12.5,580,146,65,45,7636.326009,9333.287344,1.748241067,1.514157014,2415.182655,166.7315117,31.44342144
1594,1910415,1017902,1809,7,5,7,12.25,12.5,580,146,66,46,7392.444517,9035.209965,1.746997003,1.50047025,2403.678349,168.1585982,36.77754678
